rišša#gabba	rissja#gabba
bossu#árpu	båsso#árppo
čivttas#árpu	tjivtas#árppo
geanes#árpu	gienes#árppo
ráđas#árpu	rádás#árppo
čielge#boaru	tjielgge#boaro
njunne#boaru	njunne#boaro
boasta#giro	boassta#giro
poasta#giro	poassta#giro
báŋko#giro	báŋkko#giro
deagga#gáiru	diegga#gájro
stuora#gáiru	stuora#gájro
vilges#soadje#gáiru	vilgges#soadje#gájro
sallet#gáiru	sallet#gájro
sallit#gáiru	sallet#gájro
njálmmi#doarru	njálme#doarro
jápmin#doarru	jábmen#doarro
loavdda#goarru	loavda#goarro
bivttas#goarru	bivtas#goarro
reaida#njoarru	riejdda#njoarro
sisa#njoarru	sisa#njoarro
ruhta#njoarru	ruhta#njoarro
sisa#máksin#njoarru	sisa#máksen#njoarro
olggos#njoarru	ålgus#njoarro
čalbme#sparru	tjalmme#sparro
luodda#earru	luodda#ierro
viste#earru	visste#ierro
náittos#earru	nájtus#ierro
pergamenta#gearru	perggamenta#gierro
duolba#skearru	duolbba#skierro
biegga#skearru	biegga#skierro
jietna#skearru	jiedna#skierro
láire#skearru	lájre#skierro
válljen#skearru	válljen#skierro
nummir#skearru	nummer#skierro
šákša#spearru	sjáksja#spierro
guolle#spierru	guolle#spierro
alla#vearru	alla#vierro
árbe#vierru	árbbe#vierro
beavde#vierru	bievdde#vierro
lasse#vearru	lasse#vierro
lassi#vearru	lasse#vierro
ovddal#gihtii#vearru	åvdål#gihtij#vierro
olmmoš#vierru	ålmusj#vierro
boradan#vierru	bårådan#vierro
birra#čuoigan#vierru	birra#tjuojggan#vierro
eatnan#vierru	iednan#vierro
njuolggo#vearru	njuolgo#vierro
lasse#árvo#vearru	lasse#árvvo#vierro
opmodat#vearru	åbmudat#vierro
ovda#vearru	åvddå#vierro
deagga#dirru	diegga#dirro
čáhppes#dirru	tjáhppes#dirro
ovtta#stuorru	åvtå#stuorro
sáhka#vuorru	sáhka#vuorro
fákta#vuorru	fákta#vuorro
sátne#vuorru	sádne#vuorro
nuppe#vuorru	nuppe#vuorro
bargo#vuorru	barggo#vuorro
sierra#fievru	sierra#fievrro
meahcce#fievru	miehttse#fievrro
mohtor#fievru	måhtur#fievrro
jođihan#árru	jådehan#árro
márkan#árru	márkkan#árro
čuovga#bárru	tjuovgga#bárro
jietna#bárru	jiedna#bárro
časkin#bárru	tjassken#bárro
ávvu#fárru	ávvo#fárro
soagŋo#fárru	soaggŋo#fárro
eami#orru	ieme#årro
ovttas#orru	åvtås#årro
gávpe#jorru	gávppe#jårro
bargo#jorru	barggo#jårro
jahkodat#jorru	jahkudat#jårro
deargada#čorru	dierggada#tjårro
beallje#mátta#čorru	biellje#mátta#tjårro
čielge#čorru	tjielgge#tjårro
bátne#čorru	bádne#tjårro
gielas#čorru	gielas#tjårro
suoksa#čuru	suoksa#tjuro
guostta#čuru	guosta#tjuro
seaŋga#nisu	sieŋgga#niso
leaska#nisu	liesska#niso
njuoska#nisu	njuosska#niso
ákta#nisu	ákta#niso
badje#nisu	badje#niso
sáme#nisu	sáme#niso
vuosmmes#nisu	vuosmes#niso
njamat#nisu	njamát#niso
čuojahan#leaksu	tjuojahan#liekso
run#čuksu	run#tjukso
reaida#máksu	riejdda#mákso
mearre#áigi#máksu	mierre#ájgge#mákso
ieš#máksu	iesj#mákso
maŋŋil#máksu	maŋŋel#mákso
searvan#máksu	siervvan#mákso
guolástus#dikšun#máksu	guolástus#diksjun#mákso
láigo#máksu	lájggo#mákso
iežas#máksu	ietjas#mákso
gaskkustus#máksu	gaskustus#mákso
reanto#massu	rientto#masso
olmmoš#roassu	ålmusj#roasso
boazo#roassu	boatso#roasso
oktii#geassu	åktij#giesso
čoahkkái#geassu	tjoahkkáj#giesso
alla#meassu	alla#miesso
hálle#meassu	hálle#miesso
mihkal#meassu	mihkal#miesso
ruos#meassu	ruos#miesso
smávva#viessu	smávva#viesso
buohcciid#viessu	buohttsijd#viesso
buhcciid#viessu	buhttsijd#viesso
vuoncáid#viessu	vuonttsájd#viesso
ráđđe#viessu	rádde#viesso
searve#godde#viessu	siervve#gådde#viesso
digge#viessu	digge#viesso
badje#viessu	badje#viesso
vuolle#viessu	vuolle#viesso
spiidne#viessu	spijnne#viesso
guosse#viessu	guosse#viesso
buohcce#viessu	buohttse#viesso
universitehta#buohcce#viessu	uneversitehta#buohttse#viesso
searve#gotte#viessu	siervve#gåtte#viesso
bearaš#viessu	bierasj#viesso
njealje#bearaš#viessu	njieljje#bierasj#viesso
guovtte#bearaš#viessu	guovte#bierasj#viesso
áittardan#viessu	ájtardan#viesso
dálon#viessu	dálun#viesso
lohkan#viessu	låhkån#viesso
šaddo#viessu	sjaddo#viesso
olgo#viessu	ålggo#viesso
kultur#viessu	kultur#viesso
vuoncces#viessu	vuontses#viesso
rohkos#viessu	råhkus#viesso
biras#viessu	birás#viesso
hávla#bissu	hávlla#bisso
dávge#bissu	dávgge#bisso
njálmmis#luđen#bissu	njálmes#luden#bisso
sálon#bissu	sálun#bisso
gobba#bissu	gåbbå#bisso
varra#missu	varra#misso
beaive#reaisu	biejvve#riejsso
gádde#ruvsu	gádde#ruvsso
mihcamár#ruvso	mihtsamár#ruvsso
daŋas#ruvso	daŋás#ruvsso
kultur#vássu	kultur#vásso
vuotna#bossu	vuodna#båsso
sáide#bossu	sájdde#båsso
silde#bossu	sillde#båsso
báhkke#bossu	báhkke#båsso
alit#bossu	alet#båsso
fylkka#boazu	fylka#boatso
namma#boazu	namma#boatso
vuovde#boazu	vuovdde#boatso
badje#boazu	badje#boatso
botke#boazu	båtke#boatso
nieste#boazu	niesste#boatso
smávvil#boazu	smávvel#boatso
njuovvan#boazu	njuovvan#boatso
áldo#boazu	álldo#boatso
geahččo#boazu	giehttjo#boatso
vierro#boazu	vierro#boatso
duottar#boazu	duottar#boatso
varis#boazu	vares#boatso
jápmin#báhcu	jábmen#báhtso
cuovka#sáhcu	tsuovkka#sáhtso
boatka#sáhcu	boatka#sáhtso
stávval#sáhcu	stávval#sáhtso
njuolggo#hupman#sáhcu	njuolgo#hubman#sáhtso
njunne#suorran#sáhcu	njunne#suorran#sáhtso
juohkin#sáhcu	juohken#sáhtso
njuolggo#sáhcu	njuolgo#sáhtso
bárro#sáhcu	bárro#sáhtso
čuokkes#sáhcu	tjuokkes#sáhtso
eahpe#ohcu	iehpe#åhtso
boazo#ohcu	boatso#åhtso
muorra#gakcu	muorra#gaktso
dásse#deaddo#áicu	dásse#dieddo#ájttso
áhká#cincu	áhká#tsinttso
lego#bircu	lego#birttso
fanas#gárcu	fanás#gárttso
iđedis#guovssu	idedis#guovso
iđit#guovssu	idet#guovso
maŋidan#veto	maŋedan#veto
šiehtadallan#veto	sjiehtadallan#veto
sisa#boahtu	sisa#boahto
vearro#sisa#boahtu	vierro#sisa#boahto
netto#sisa#boahtu	netto#sisa#boahto
eana#divat#sisa#boahtu	iena#divát#sisa#boahto
áigái#boahtu	ájggáj#boahto
reanto#boahtu	rientto#boahto
álbmot#boahtu	álmmut#boahto
heagga#diehtu	hiegga#diehto
giella#diehtu	giella#diehto
oktavuohta#diehtu	åktåvuohta#diehto
árbe#diehtu	árbbe#diehto
eahpe#diehtu	iehpe#diehto
eatnan#diehtu	iednan#diehto
vuođđo#diehtu	vuoddo#diehto
kultur#diehtu	kultur#diehto
servvodat#diehtu	servudat#diehto
servodat#diehtu	servvudat#diehto
alla#seahtu	alla#siehto
gávppálaš#seahtu	gávpálasj#siehto
ádel#seahtu	ádel#siehto
náittos#seahtu	nájtus#siehto
rumšo#muohtu	rumssjo#muohto
dávge#ruohtu	dávgge#ruohto
roahkke#ruohtu	roahkke#ruohto
bárro#ruohtu	bárro#ruohto
duolba#máhtu	duolbba#máhto
lasta#máhtu	lassta#máhto
silke#máhtu	silkke#máhto
suoldne#máhtu	suolnne#máhto
lakse#máhtu	lakse#máhto
gišvaras#máhtu	gissjvaras#máhto
sis#máhtu	sis#máhto
roavttos#máhtu	roavtus#máhto
lađas#máhtu	ladás#máhto
njárbes#guolggat#máhtu	njárbbes#guolgat#máhto
njuolgga#johtu	njuolga#jåhto
gutna#johtu	gudna#jåhto
varra#johtu	varra#jåhto
birra#johtu	birra#jåhto
nuohtta#johtu	nuohtta#jåhto
rávdnje#johtu	rávnnje#jåhto
čáhce#johtu	tjáhtse#jåhto
gálvo#johtu	gálvvo#jåhto
ravda#loaktu	ravdda#loakto
gohpe#loaktu	gåhpe#loakto
dohkálašvuođa#eaktu	dåhkålasjvuoda#iekto
miela#eaktu	miela#iekto
bajás#šaddan#eaktu	bajás#sjaddan#iekto
ovttas#doaibman#eaktu	åvtås#doajmman#iekto
eallin#eaktu	iellen#iekto
vuođđo#eaktu	vuoddo#iekto
vuođđu#eaktu	vuoddo#iekto
molssa#eaktu	målså#iekto
molsa#eaktu	målsså#iekto
signála#beaktu	signála#biekto
netto#beaktu	netto#biekto
liige#leaktu	lijgge#liekto
bálkestan#leaktu	bálkkestan#liekto
bargo#leaktu	barggo#liekto
čohkka#leaktu	tjåhkkå#liekto
gaska#duoktu	gasska#duokto
maŋŋe#duoktu	maŋŋe#duokto
ovda#duoktu	åvddå#duokto
mánáid#ruoktu	mánájd#ruokto
beaive#ruoktu	biejvve#ruokto
sadjásaš#ruoktu	sadjásasj#ruokto
álbmot#ruoktu	álmmut#ruokto
girdi#ruktu	girdde#rukto
váldo#girdi#ruktu	válldo#girdde#rukto
riddo#ruktu	riddo#rukto
govva#ruktu	gåvvå#rukto
báisa#boaltu	bájssa#boallto
sálte#čoaltu	sállte#tjoallto
cumma#skieltu	tsumma#skiellto
čalbme#skieltu	tjalmme#skiellto
ohca#skieltu	åhtså#skiellto
beallje#biltu	biellje#billto
vealggás#oastu	vælgás#oassto
guoksa#meastu	guoksa#miessto
gahper#muorje#meastu	gahper#muorjje#miessto
váran#meastu	várán#miessto
lávet#meastu	lávet#miessto
ieš#bistu	iesj#bissto
fiila#listu	fijla#lissto
synoniima#listu	synunijma#lissto
ášše#listu	ássje#lissto
sátne#listu	sádne#lissto
konten#listu	kåntten#lissto
boađus#listu	boadus#lissto
birra#jođaldat#listu	birra#jådåldat#lissto
fáddá#listu	fáddá#lissto
bálká#listu	bálkká#lissto
borran#lustu	bårrån#lussto
muorra#návstu	muorra#návssto
stivra#lahttu	stivrra#lahtto
stáhta#lahttu	stáhta#lahtto
goansta#lahttu	goanssta#lahtto
mielde#lahttu	miellde#lahtto
varre#lahttu	varre#lahtto
várre#lahttu	várre#lahtto
rumaš#lahttu	rumasj#lahtto
miel#lahttu	miel#lahtto
vuoigatvuođa#miel#lahttu	vuojggatvuoda#miel#lahtto
ráddehus#miel#lahttu	ráddehus#miel#lahtto
dahku#lahttu	dahko#lahtto
álbmot#lahttu	álmmut#lahtto
rukses#oahttu	rukses#oahtto
bisám#roahttu	bisám#roahtto
hámman#roahttu	hámman#roahtto
čáhppes#roahttu	tjáhppes#roahtto
stuora#soahttu	stuora#soahtto
fága#lihttu	fága#lihtto
gielddaid#lihttu	gieldajd#lihtto
sátne#lihttu	sádne#lihtto
spábba#čiekčan#lihttu	spábba#tjiektjan#lihtto
oahppo#lihttu	oahppo#lihtto
náittos#lihttu	nájtus#lihtto
čađa#mihttu	tjada#mihtto
birra#mihttu	birra#mihtto
dikta#mihttu	dikta#mihtto
bieđgo#mihttu	bierggo#mihtto
geasso#mihttu	giesso#mihtto
buorre#dáhttu	buorre#dáhtto
smerra#gáhttu	smerra#gáhtto
ábe#gáhttu	ábe#gáhtto
buse#gáhttu	buse#gáhtto
smier#gáhttu	smier#gáhtto
sis#gáhttu	sis#gáhtto
bus#gáhttu	bus#gáhtto
goahte#láhttu	goahte#láhtto
beaive#láhttu	biejvve#láhtto
eahkedis#láhttu	iehkedis#láhtto
ealáhat#láhttu	æláhat#láhtto
eahket#láhttu	iehket#láhtto
giella#máhttu	giella#máhtto
meahcce#máhttu	miehttse#máhtto
eŋgelas#giel#máhttu	eŋggelas#giel#máhtto
vuodjan#máhttu	vuodjan#máhtto
lohkan#máhttu	låhkån#máhtto
fidno#máhttu	fiddno#máhtto
servodat#máhttu	servvudat#máhtto
buohcce#sáhttu	buohttse#sáhtto
sner#bohttu	sner#båhtto
eksos#bohttu	eksus#båhtto
čáhppes#rohttu	tjáhppes#råhtto
maŋŋe#luoitu	maŋŋe#luojtto
oktii#luoitu	åktij#luojtto
uhcidan#luoitu	uhtsedan#luojtto
geardun#luoitu	gierddun#luojtto
oaivve#sis#luoitu	oajve#sis#luojtto
ieš#golahus#luoitu	iesj#gålåhus#luojtto
sáme#meašttir#vuoitu	sáme#miesjter#vuojtto
sáme#measttir#vuoitu	sáme#miester#vuojtto
mátke#muitu	mátke#mujtto
agi#beai#muitu	age#biej#mujtto
dološ#muitu	dålusj#mujtto
bisto#muitu	bissto#mujtto
kultur#muitu	kultur#mujtto
liemas#ruitu	liemas#rujtto
jorba#ruitu	jårbbå#rujtto
maŋŋil#reantu	maŋŋel#rientto
maŋŋonan#reantu	maŋŋunan#rientto
sisa#bidjo#reantu	sisa#bidjo#rientto
sisa#bidju#reantu	sisa#bidjo#rientto
báŋko#kontu	báŋkko#kåntto
vuosku#muortu	vuossko#muortto
dikso#murtu	dikso#murtto
čižže#spártu	tjidtje#spártto
guoro#láttu	guoro#látto
guorro#láttu	guorro#látto
girdi#sáttu	girdde#sátto
girko#sáttu	girkko#sátto
kirko#sáttu	kirkko#sátto
klássa#ruvtto	klássa#ruvto
cirggas#gáivvo	tsirgas#gájvo
skiipa#heavvu	skijppa#hievvo
oahppa#neavvu	oahppa#nievvo
gitta#neavvu	gitta#nievvo
duodje#neavvu	duodje#nievvo
veahkke#neavvu	viehkke#nievvo
báhčin#neavvu	báhtjen#nievvo
johtin#neavvu	jåhten#nievvo
borran#neavvu	bårrån#nievvo
bivdo#neavvu	bivddo#nievvo
gitta#bivdo#neavvu	gitta#bivddo#nievvo
oahppo#neavvu	oahppo#nievvo
eahpe#doaivu	iehpe#doajvvo
guolle#goaivu	guolle#goajvvo
gáffal#goaivu	gáffal#goajvvo
káffal#goaivu	káffal#goajvvo
čođđe#siivu	tjådde#sijvvo
sorbme#siivu	sårmme#sijvvo
maŋeš#siivu	maŋesj#sijvvo
cirggas#gáivo	tsirgas#gájvvo
sátne#doalvu	sádne#doalvvo
sáddat#doalvu	sáddat#doalvvo
olympiija#gilvu	ålympijja#gilvvo
tandem#čuoigan#gilvu	tanddem#tjuojggan#gilvvo
čállin#gilvu	tjállen#gilvvo
design#gilvu	desegn#gilvvo
meašttir#gilvu	miesjter#gilvvo
sis#bandy#gilvu	sis#banddy#gilvvo
rievdda#gálvu	rievda#gálvvo
antihkka#gálvu	anttehkka#gálvvo
stuhkka#gálvu	stuhkka#gálvvo
web#gálvu	web#gálvvo
ávke#gálvu	ávkke#gálvvo
gávpe#gálvu	gávppe#gálvvo
geavahan#gálvu	gievahan#gálvvo
lonuhan#gálvu	lånuhan#gálvvo
doalvun#gálvu	doalvvun#gálvvo
hilgo#gálvu	hilggo#gálvvo
gáhččo#gálvu	gáhttjo#gálvvo
atnu#gálvu	adno#gálvvo
stohpo#gálvu	ståhpo#gálvvo
viesso#gálvu	viesso#gálvvo
maŋis#čuovvu	maŋes#tjuovvo
lahka#árvu	lahka#árvvo
gaska#árvu	gasska#árvvo
oahppa#árvu	oahppa#árvvo
sierra#árvu	sierra#árvvo
sisa#árvu	sisa#árvvo
ekvivaleansa#árvu	ekvevaleansa#árvvo
nuohtta#árvu	nuohtta#árvvo
rádje#árvu	rádje#árvvo
lasse#árvu	lasse#árvvo
lassi#árvu	lasse#árvvo
dásse#árvu	dásse#árvvo
ieš#árvu	iesj#árvvo
olmmoš#árvu	ålmusj#árvvo
buvttadan#árvu	buvtadan#árvvo
lonuhan#árvu	lånuhan#árvvo
obba#oastin#árvu	åbbå#oassten#árvvo
lohkan#árvu	låhkån#árvvo
vuođđo#árvu	vuoddo#árvvo
gollo#árvu	gållo#árvvo
boahto#árvu	boahto#árvvo
olles#árvu	ålles#árvvo
dálá#árvu	dálá#árvvo
liika#gárvu	lijkka#gárvvo
giehta#gárvu	giehta#gárvvo
sosiála#dorvu	sosial#dårvvo
eahpe#dorvu	iehpe#dårvvo
mihtto#lávvu	mihtto#lávvo
fierbme#rávvu	fiermme#rávvo
girko#soakŋu	girkko#soagŋo
kirko#soakŋu	kirkko#soagŋo
ruovde#cuoŋu	ruovdde#tsuoŋo
bátne#cuoŋu	bádne#tsuoŋo
action#pop	action#påp
sahen#dimbbar	sahen#dimbar
álbme#fuođar	álmme#fuodar
fápmo#fuođar	fábmo#fuodar
ruonas#fuođar	ruonas#fuodar
didde#spiŋggar	didde#spiŋgar
čuovga#suonjar	tjuovgga#suonjar
oppa#tráilar	åppå#trájlar
matrikkel#nummar	matrekkel#nummar
maŋŋe#bismmar	maŋŋe#bismar
áibmo#bismmar	ájmmo#bismar
gaigŋir#bismmar	gajŋŋer#bismar
eana#guoppar	iena#guoppar
jeasta#guoppar	jiessta#guoppar
beallje#guoppar	biellje#guoppar
eanan#guoppar	ienan#guoppar
geavvan#guoppar	gievvan#guoppar
hersko#guoppar	herssko#guoppar
bohcco#guoppar	båhttso#guoppar
čuorpmas#guoppar	tjuormas#guoppar
mátta#váimmos#guoppar	mátta#vájmus#guoppar
čurot#guoppar	tjurut#guoppar
milli#mehtar	mille#mehtar
senti#mehtar	sentte#mehtar
centi#mehtar	tsentte#mehtar
guđahas#mehtar	gudáhas#mehtar
goahte#skielttar	goahte#skieltar
mearka#registtar	mierkka#regestar
vaksina^sjons#registtar	vaksena^sjåns#regestar
gielda#ministtar	giellda#minestar
finánsa#ministtar	finánsa#minestar
ruhta#ministtar	ruhta#minestar
stáhta#ministtar	stáhta#minestar
ovddidan#ministtar	åvdedan#minestar
searvadahttin#ministtar	siervvadahttin#minestar
bargo#ministtar	barggo#minestar
guovlo#ministtar	guovllo#minestar
kultur#ministtar	kultur#minestar
suodjalus#ministtar	suodjalus#minestar
biras#ministtar	birás#minestar
olgo#rit#ministtar	ålggo#rit#minestar
centi#littar	tsentte#littar
ivdne#bulvvar	ivnne#bulvar
saŋáš#bulvvar	saŋásj#bulvar
luhtehas#bulvvar	luhtehas#bulvar
ivdne#pulvvar	ivnne#pulvar
meahcce#luovvar	miehttse#luovvar
vilges#luovvar	vilgges#luovvar
álsset#luovvar	álset#luovvar
girdi#hávvar	girdde#hávvar
johka#hávvar	jåhkå#hávvar
skuvla#skibir	skuvlla#skiber
buolla#bábir	buolla#báber
čála#bábir	tjála#báber
ášše#bábir	ássje#báber
njammi#bábir	njamme#báber
láhtte#bábir	láhtte#báber
karbon#bábir	karbbun#báber
ohcan#bábir	åhtsån#báber
sátto#bábir	sátto#báber
árvo#bábir	árvvo#báber
deagga#máđir	diegga#máder
stuorra#máđir	stuorra#máder
giedde#máđir	giedde#máder
jeagge#máđir	jiegge#máder
riddo#máđir	riddo#máder
bealdo#máđir	bielldo#máder
rohto#máđir	råhto#máder
vilges#máđir	vilgges#máder
fiskes#máđir	fisskes#máder
dálve#nagir	dálvve#nager
hoašša#háigir	hoassja#hájgger
vilges#háigir	vilgges#hájgger
ránes#háigir	ránes#hájgger
čáhppes#háigir	tjáhppes#hájgger
sráŋga#spigir	sráŋgga#spiger
luođđa#láger	luodda#láger
gurra#luođđa#láger	gurra#luodda#láger
jorre#láger	jårre#láger
njoalve#láger	njoalvve#láger
johtin#láger	jåhten#láger
plásta#veažir	plássta#vietjer
muovve#veažir	muovve#vietjer
re^fleaksa#veahčir	re^flieksa#viehtjer
miehta#skážir	miehta#skátjer
dálve#skážir	dálvve#skátjer
olgo#feaskkir	ålggo#fiesker
luossa#wobbler	luossa#wåbbler
dorvo#geallir	dårvvo#gieller
vuoigatvuođa#kánsler	vuojggatvuoda#kánsler
riikka#dáler	rijka#dáler
áiro#hopmir	ájro#håbmer
jávre#sopmir	jávrre#såbmer
niibe#šimir	nijbbe#sjimer
ákšo#šimir	áksjo#sjimer
olmmoš#nummir	ålmusj#nummer
telefon#nummir	telefon#nummer
person#nummir	perssun#nummer
muito#nummir	mujtto#nummer
čalbme#gámmir	tjalmme#gámmer
poles#kámmir	påles#kámmer
bovle#stáinnir	båvlle#stájner
snuiba#gahpir	snujbba#gahper
ságge#gahpir	ságge#gahper
suodje#gahpir	suodje#gahper
alpin#suodje#gahpir	alppen#suodje#gahper
miese#gahpir	miese#gahper
čieh#gahpir	tjieh#gahper
čuoih#gahpir	tjuojh#gahper
ládjo#gahpir	ládjo#gahper
nulpo#gahpir	nulppo#gahper
vuodja#eappir	vuodja#iepper
lohkke#eappir	låhkke#iepper
mielke#eappir	mielkke#iepper
milli#mehter	mille#mehter
senti#mehter	sentte#mehter
centi#mehter	tsentte#mehter
njealjádas#kilo#mehter	njæljjádas#kilo#mehter
guđahas#mehter	gudáhas#mehter
našunal#te^áhter	nasjunal#te^áhter
gávpot#te^áhter	gávpput#te^áhter
dohkká#te^áhter	dåhkkå#te^áhter
muohta#skohter	muohta#skåhter
luodda#meašttir	luodda#miesjter
olympia#meašttir	ålympia#miesjter
olympiija#meašttir	ålympijja#miesjter
má#ilmmi#meašttir	má#ilme#miesjter
politi#meašttir	pålete#miesjter
geaidno#meašttir	giejnno#miesjter
eurohpá#meašttir	euruhpá#miesjter
politi#measttir	pålete#miester
golle#hámster	gålle#hámsster
centi#lihtter	tsentte#lihtter
beallje#muhtter	biellje#muhtter
hoavda#doavttir	hoavdda#doavter
gieldda#doavttir	gielda#doavter
bargo#dearvvašvuođa#doavttir	barggo#diervasjvuoda#doavter
spesiála#doavttir	spesiála#doavter
sierra#doavttir	sierra#doavter
fásta#doavttir	fássta#doavter
bátne#doavttir	bádne#doavter
vásedin#doavttir	vásedin#doavter
vuođđo#doavttir	vuoddo#doavter
turnus#doavttir	turnus#doavter
šibit#doavttir	sjibet#doavter
gitta#dávvir	gitta#dávver
árvo#dávvir	árvvo#dávver
veahkke#professor	viehkke#pråfessor
biebmo#prosessor	biebbmo#pråsessor
doaibma#operator	doajmma#åperator
mašiidna#kompiláhtor	masjijnna#kåmppeláhtor
deatta#reguláhtor	dietta#reguláhtor
duhtodat#árvo#operáhtor	duhtudat#árvvo#åperáhtor
dia#projektor	dia#pråjektor
filbma#projektor	filmma#pråjektor
vuolit#direktor	vuolet#direktor
birra#jándor	birra#jánddur
galbma#gáhkkor	galmma#gáhkkur
fiskes#njun#gáhkkor	fisskes#njun#gáhkkur
čuovga#gilkor	tjuovgga#gilkkur
namma#gilkor	namma#gilkkur
muhkke#bulkor	muhkke#bulkkur
čáhce#bulkor	tjáhtse#bulkkur
soande#geasehan#bulkor	soandde#giesehan#bulkkur
stokk#áŋkor	ståkk#áŋkkur
chili#bihppor	chile#bihppur
kajenne#bihppor	kajenne#bihppur
vilges#bihppor	vilgges#bihppur
čáhppes#bihppor	tjáhppes#bihppur
obba#bihppor	åbbå#bihppur
aske#dihtor	asske#dihtur
nieida#lihtor	niejdda#lihtur
el#mohtor	el#måhtur
diesel#mohtor	diesel#måhtur
boaldin#mohtor	boallden#måhtur
bensin#mohtor	benssen#måhtur
asynkron#mohtor	asynkron#måhtur
syn#kron#mohtor	syn#krån#måhtur
turbo#mohtor	turbbo#måhtur
boaldo#mohtor	boalldo#måhtur
fanas#mohtor	fanás#måhtur
guovtte#dávttat#mohtor	guovte#dávtat#måhtur
gilva#beštor	gilvva#bessjtur
čáhppes#seal#beštor	tjáhppes#siel#bessjtur
fiskes#beštor	fisskes#bessjtur
ránes#beštor	ránes#bessjtur
kiro#praktor	kiro#praktur
kategoriija#fáktor	kategorijja#fáktur
fuorra#kundár	fuorra#kunddár
viesso#hoaiddár	viesso#hoajdár
leana#dáiddár	liena#dájdár
multi#dáiddár	mullte#dájdár
govva#dáiddár	gåvvå#dájdár
náste#finddár	násste#findár
smávva#boargár	smávva#boarggár
tráktor#heaŋgár	tráktur#hæŋggár
diibmo#duojár	dijmmo#duojár
dearvvašvuođa#divššár	diervasjvuoda#divsjár
veahkke#divššár	viehkke#divsjár
buohcce#divššár	buohttse#divsjár
ruovttu#divššár	ruovto#divsjár
sráŋga#spihkár	sráŋgga#spihkár
jorba#oaivvat#spihkár	jårbbå#oajvat#spihkár
sráŋga#spiikkár	sráŋgga#spijkár
galmmihan#mekanihkkár	galmehan#mekánihkkár
sáme#digge#politihkkár	sáme#digge#påletihkkár
oasse#áige#politihkkár	oasse#ájgge#påletihkkár
suohkan#politihkkár	suohkan#påletihkkár
geafe#guhkkár	giefe#guhkkár
deagga#livkkár	diegga#livkár
girje#livkkár	girjje#livkár
ránes#livkkár	ránes#livkár
čunu#goallár	tjuno#goallár
speisse#dálar	spejse#dálár
miel#duopmár	miel#duobmár
mikro#doaimmár	mikro#doajmár
hávde#gámmár	hávdde#gámmár
gávpe#gámmár	gávppe#gámmár
politi#kámmár	pålete#kámmár
skuvla#skihpár	skuvlla#skihpár
háleštan#skihpár	hálesjtan#skihpár
bivdo#skihpár	bivddo#skihpár
biergo#guhppár	bierggo#guhppár
guodja#vizar	guodja#vitsár
guossa#vizar	guossa#vitsár
miestta#vizar	miesta#vitsár
cihrre#lasta#vizar	tsihrre#lassta#vitsár
davve#lasta#vizar	davve#lassta#vitsár
hearta#vizar	hiertta#vitsár
gárde#vizar	gárdde#vitsár
vuovde#vizar	vuovdde#vitsár
jeagge#vizar	jiegge#vitsár
fálle#vizar	fálle#vitsár
miestta#šurre#vizar	miesta#sjurre#vitsár
davve#vizar	davve#vitsár
goalšo#vizar	goalssjo#vitsár
rásse#lohkko#vizar	rásse#låhkko#vitsár
rohto#vizar	råhto#vitsár
fiskes#vizar	fisskes#vitsár
čáhppes#vizar	tjáhppes#vitsár
rásttes#vizar	rástes#vitsár
čoahkkin#givssár	tjoahkken#givsár
gazze#biehtár	gadtse#biehtár
beahce#mihttár	biehtse#mihttár
varra#deaddo#mihttár	varra#dieddo#mihttár
steiken#termo#mihttár	stejkken#termo#mihttár
volta#mihttár	vålltå#mihttár
bajit#forminttár	bajet#fårmenttár
mini#grávár	mine#grávár
tráktor#heaŋŋár	tráktur#hæŋŋár
viesso#hoiddár	viesso#håjdår
stáhta#borgár	stáhta#bårggår
fiinna#sohkar	fijna#såhkår
vara#sohkar	vara#såhkår
varra#sohkar	varra#såhkår
jáffo#sohkar	jáffo#såhkår
dohppa#sohkar	dåhppå#såhkår
tohppa#sohkar	tåhppå#såhkår
láskko#gurgadas	lásko#gurggadas
manne#fiskadas	manne#fisskadas
monne#fiskadas	månne#fisskadas
kondeansa#jávkkadas	kånddeansa#jávkadas
čotta#lávttadas	tjåttå#lávtadas
komparáhta#dievadas	kåmppåráhta#dievadas
hádja#vuoiddas	hádja#vuojdas
nardus#vuoiddas	narddus#vuojdas
gielká#alddas	gielkká#aldas
veahka#bajádas	viehka#bajádas
bábir#nuppádas	báber#nuppádas
jeaŋga#mihtádas	jieŋgga#mihtádas
čiehka#mihtádas	tjiehka#mihtádas
kom^prešuvdna#mihtádas	kåm^presjåvnnå#mihtádas
deatta#mihtádas	dietta#mihtádas
čárva#mihtádas	tjárvva#mihtádas
sirdin#mihtádas	sirdden#mihtádas
parkeren#mihtádas	parkkeren#mihtádas
hoigan#mihtádas	håjggån#mihtádas
čađa#golgan#mihtádas	tjada#gålggån#mihtádas
jorran#mihtádas	jårrån#mihtádas
gierdo#mihtádas	gierddo#mihtádas
leakto#mihtádas	liekto#mihtádas
leahtto#mihtádas	liehtto#mihtádas
bázahas#mihtádas	bátsáhas#mihtádas
eksos#mihtádas	eksus#mihtádas
tele^skohpa#mihtádas	tele^skåhpå#mihtádas
bealle#jođadas	bielle#jådådas
láhtte#skoađas	láhtte#skådas
háldo#giddagas	hálldo#giddagas
